日期, 證券代碼, 持股分級, 持股數量分級, 人數, 股數, 占集保庫存數比例% 
113/09/06,0050,1,1-999,437,489,113,467,199,5.21
113/09/06,0050,2,1,000-5,000,252,668,506,281,040,23.25
113/09/06,0050,3,5,001-10,000,31,262,227,017,355,10.42
113/09/06,0050,4,10,001-15,000,8,888,110,109,009,5.05
113/09/06,0050,5,15,001-20,000,4,083,72,420,049,3.32
113/09/06,0050,6,20,001-30,000,3,376,83,298,810,3.82
113/09/06,0050,7,30,001-40,000,1,493,52,368,698,2.40
113/09/06,0050,8,40,001-50,000,706,32,023,842,1.47
113/09/06,0050,9,50,001-100,000,1,102,75,577,686,3.47
113/09/06,0050,10,100,001-200,000,315,41,645,551,1.91
113/09/06,0050,11,200,001-400,000,107,29,833,129,1.37
113/09/06,0050,12,400,001-600,000,27,13,374,857,0.61
113/09/06,0050,13,600,001-800,000,15,10,596,085,0.48
113/09/06,0050,14,800,001-1,000,000,16,14,709,279,0.67
113/09/06,0050,15,1,000,001以上,82,794,777,411,36.49
113/09/06,0050,16,合　計,741,629,2,177,500,000,100.00
113/08/30,0050,1,1-999,432,329,111,870,423,5.13
113/08/30,0050,2,1,000-5,000,247,328,495,835,241,22.77
113/08/30,0050,3,5,001-10,000,30,585,221,941,812,10.19
113/08/30,0050,4,10,001-15,000,8,680,107,530,529,4.93
113/08/30,0050,5,15,001-20,000,3,994,70,857,318,3.25
113/08/30,0050,6,20,001-30,000,3,312,81,764,936,3.75
113/08/30,0050,7,30,001-40,000,1,482,52,014,985,2.38
113/08/30,0050,8,40,001-50,000,695,31,610,324,1.45
113/08/30,0050,9,50,001-100,000,1,087,74,467,570,3.41
113/08/30,0050,10,100,001-200,000,312,41,328,818,1.89
113/08/30,0050,11,200,001-400,000,102,28,473,129,1.30
113/08/30,0050,12,400,001-600,000,30,14,761,475,0.67
113/08/30,0050,13,600,001-800,000,14,9,775,868,0.44
113/08/30,0050,14,800,001-1,000,000,16,14,680,834,0.67
113/08/30,0050,15,1,000,001以上,82,820,586,738,37.68
113/08/30,0050,16,合　計,730,048,2,177,500,000,100.00
113/08/23,0050,1,1-999,430,346,111,364,699,5.08
113/08/23,0050,2,1,000-5,000,246,410,493,943,692,22.56
113/08/23,0050,3,5,001-10,000,30,460,221,063,244,10.09
113/08/23,0050,4,10,001-15,000,8,664,107,308,427,4.90
113/08/23,0050,5,15,001-20,000,3,976,70,579,503,3.22
113/08/23,0050,6,20,001-30,000,3,287,81,186,227,3.70
113/08/23,0050,7,30,001-40,000,1,481,51,962,073,2.37
113/08/23,0050,8,40,001-50,000,697,31,688,992,1.44
113/08/23,0050,9,50,001-100,000,1,092,74,765,021,3.41
113/08/23,0050,10,100,001-200,000,310,40,886,397,1.86
113/08/23,0050,11,200,001-400,000,102,28,436,980,1.29
113/08/23,0050,12,400,001-600,000,33,16,311,643,0.74
113/08/23,0050,13,600,001-800,000,14,9,619,497,0.43
113/08/23,0050,14,800,001-1,000,000,16,14,833,271,0.67
113/08/23,0050,15,1,000,001以上,82,835,050,334,38.14
113/08/23,0050,16,合　計,726,970,2,189,000,000,100.00
113/08/16,0050,1,1-999,429,610,111,330,128,5.08
113/08/16,0050,2,1,000-5,000,247,512,496,303,934,22.64
113/08/16,0050,3,5,001-10,000,30,608,222,142,529,10.13
113/08/16,0050,4,10,001-15,000,8,685,107,575,093,4.90
113/08/16,0050,5,15,001-20,000,3,998,70,920,699,3.23
113/08/16,0050,6,20,001-30,000,3,311,81,785,131,3.73
113/08/16,0050,7,30,001-40,000,1,487,52,161,113,2.38
113/08/16,0050,8,40,001-50,000,703,31,984,854,1.45
113/08/16,0050,9,50,001-100,000,1,101,75,617,777,3.45
113/08/16,0050,10,100,001-200,000,304,40,368,438,1.84
113/08/16,0050,11,200,001-400,000,103,28,666,560,1.30
113/08/16,0050,12,400,001-600,000,35,17,227,291,0.78
113/08/16,0050,13,600,001-800,000,13,9,082,061,0.41
113/08/16,0050,14,800,001-1,000,000,15,13,820,741,0.63
113/08/16,0050,15,1,000,001以上,79,832,513,651,37.98
113/08/16,0050,16,合　計,727,564,2,191,500,000,100.00
113/08/09,0050,1,1-999,428,000,111,272,100,5.10
113/08/09,0050,2,1,000-5,000,251,572,504,641,483,23.16
113/08/09,0050,3,5,001-10,000,31,211,226,961,247,10.42
113/08/09,0050,4,10,001-15,000,8,806,109,203,529,5.01
113/08/09,0050,5,15,001-20,000,4,120,73,077,422,3.35
113/08/09,0050,6,20,001-30,000,3,427,84,671,448,3.88
113/08/09,0050,7,30,001-40,000,1,510,52,960,175,2.43
113/08/09,0050,8,40,001-50,000,738,33,537,436,1.53
113/08/09,0050,9,50,001-100,000,1,114,76,574,643,3.51
113/08/09,0050,10,100,001-200,000,315,42,213,290,1.93
113/08/09,0050,11,200,001-400,000,100,28,052,551,1.28
113/08/09,0050,12,400,001-600,000,38,19,240,299,0.88
113/08/09,0050,13,600,001-800,000,11,7,696,395,0.35
113/08/09,0050,14,800,001-1,000,000,16,14,456,199,0.66
113/08/09,0050,15,1,000,001以上,78,793,441,783,36.42
113/08/09,0050,16,合　計,731,056,2,178,000,000,100.00
113/08/02,0050,1,1-999,416,774,108,351,246,5.05
113/08/02,0050,2,1,000-5,000,240,849,482,536,169,22.53
113/08/02,0050,3,5,001-10,000,29,800,216,498,948,10.10
113/08/02,0050,4,10,001-15,000,8,319,103,091,188,4.81
113/08/02,0050,5,15,001-20,000,3,909,69,354,708,3.23
113/08/02,0050,6,20,001-30,000,3,212,79,243,902,3.70
113/08/02,0050,7,30,001-40,000,1,446,50,680,908,2.36
113/08/02,0050,8,40,001-50,000,697,31,678,451,1.47
113/08/02,0050,9,50,001-100,000,1,054,72,125,371,3.36
113/08/02,0050,10,100,001-200,000,305,40,807,498,1.90
113/08/02,0050,11,200,001-400,000,105,29,575,555,1.38
113/08/02,0050,12,400,001-600,000,32,16,016,871,0.74
113/08/02,0050,13,600,001-800,000,8,5,743,547,0.26
113/08/02,0050,14,800,001-1,000,000,17,15,379,533,0.71
113/08/02,0050,15,1,000,001以上,79,820,416,105,38.31
113/08/02,0050,16,合　計,706,606,2,141,500,000,100.00
113/07/26,0050,1,1-999,411,495,107,120,524,5.05
113/07/26,0050,2,1,000-5,000,236,650,474,162,630,22.38
113/07/26,0050,3,5,001-10,000,29,187,212,008,338,10.00
113/07/26,0050,4,10,001-15,000,8,146,100,974,955,4.76
